,genre,tempo,time sig,mode,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,Artist,Track,preview
30200,rock-n-roll,124.0,4,0,0.012,0.544,0.69,0.0095,0.0615,-5.723,0.0425,0.219,Slipknot,Snuff,https://p.scdn.co/mp3-preview/90ae4a9672a3030f19ddfda4498492bb1ff5dfb6?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30201,rock-n-roll,141.0,4,1,0.00248,0.321,0.99,0.00631,0.0924,-4.461,0.204,0.209,Motörhead,Ace of Spades,
30202,rock-n-roll,105.0,4,0,0.00958,0.556,0.864,0.0,0.209,-5.87,0.0584,0.4,Linkin Park,In the End,https://p.scdn.co/mp3-preview/6ce8bcf317e8c562f348ea22c846846b5b70e8d9?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30203,rock-n-roll,167.0,4,1,0.535,0.522,0.901,8.47e-06,0.176,-8.549,0.0479,0.916,Wanda Jackson,Let's Have A Party,
30204,rock-n-roll,92.0,4,1,0.0429,0.667,0.9,0.616,0.048,-10.343,0.0469,0.921,James Gang,Funk #49,
30205,rock-n-roll,92.0,4,1,0.00563,0.532,0.344,0.000473,0.115,-13.057,0.035,0.126,Radiohead,Creep,
30206,rock-n-roll,123.0,4,1,0.0235,0.447,0.954,0.403,0.298,-8.069,0.0751,0.331,Guns N' Roses,Welcome To The Jungle,
30207,rock-n-roll,115.0,4,1,0.164,0.805,0.558,2.2e-05,0.0546,-5.226,0.041,0.965,Aretha Franklin,Respect,https://p.scdn.co/mp3-preview/b0d0b4ec8963779239654542a0b33d25caf38156?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30208,rock-n-roll,139.0,4,1,0.00587,0.491,0.853,2.38e-06,0.0875,-5.419,0.041,0.74,Bryan Adams,Summer Of '69,
30209,rock-n-roll,118.0,4,1,0.788,0.671,0.283,0.513,0.11,-14.415,0.0317,0.883,Wilbert Harrison,Kansas City,
30210,rock-n-roll,96.0,4,1,0.627,0.835,0.628,0.0,0.0139,-8.674,0.0497,0.971,Little Richard,Rip It Up,
30211,rock-n-roll,132.0,4,1,0.772,0.649,0.679,0.000615,0.127,-7.388,0.0459,0.96,Elvis Presley,Stuck On You,https://p.scdn.co/mp3-preview/cd2ff984aa336d70630dbbafb07ab1cff6b5d697?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30212,rock-n-roll,77.0,4,1,0.000722,0.572,0.961,0.021,0.207,-3.089,0.0625,0.818,Nickelback,Animals,https://p.scdn.co/mp3-preview/07d29a27580ed9ad024427ddd9a5dd50fb15a788?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30213,rock-n-roll,155.0,4,1,0.788,0.612,0.584,3.13e-06,0.193,-6.296,0.0623,0.845,Big Joe Turner,"Shake, Rattle and Roll",https://p.scdn.co/mp3-preview/398c12d511a800b33e4d359589a9e1c92a9a1384?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30214,rock-n-roll,120.0,4,1,0.425,0.556,0.727,0.0153,0.115,-7.581,0.0629,0.969,The Rolling Stones,Honky Tonk Women,
30215,rock-n-roll,80.0,4,0,0.806,0.653,0.239,0.0146,0.132,-18.54,0.0453,0.765,Canned Heat,Going Up The Country,
30216,rock-n-roll,139.0,4,0,0.00392,0.498,0.887,0.000376,0.209,-8.344,0.0383,0.714,Van Halen,Ain't Talkin' 'Bout Love,
30217,rock-n-roll,92.0,4,0,0.0298,0.398,0.834,2.35e-06,0.385,-5.786,0.0472,0.389,Queen,I Want It All - Remastered 2011,
30218,rock-n-roll,94.0,4,1,0.0344,0.446,0.97,0.00157,0.337,-4.754,0.0791,0.524,Aerosmith,Love In An Elevator - Single Version,
30219,rock-n-roll,140.0,4,1,0.0299,0.495,0.985,3.5e-05,0.138,-3.316,0.132,0.252,Mötley Crüe,Same Ol' Situation (S.O.S),
30220,rock-n-roll,111.0,4,1,0.579,0.886,0.56,0.0,0.301,-9.559,0.0565,0.962,Johnny Cash,Get Rhythm,
30221,rock-n-roll,117.0,4,1,0.168,0.589,0.554,4.83e-06,0.31,-11.265,0.0317,0.594,Bruce Springsteen,The River,
30222,rock-n-roll,84.0,4,1,0.0168,0.554,0.49,0.000534,0.136,-8.046,0.0457,0.513,Red Hot Chili Peppers,Under the Bridge,https://p.scdn.co/mp3-preview/5c052c976f9ad6610a1e8daf79e467e1e3943632?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30223,rock-n-roll,109.0,4,0,0.00121,0.504,0.705,4.12e-06,0.453,-6.179,0.0665,0.567,The Black Keys,Tighten Up,https://p.scdn.co/mp3-preview/274a4c5e44179a6dad69d2ede7fcaa34a069fa7d?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30224,rock-n-roll,95.0,4,1,0.528,0.589,0.459,0.0173,0.131,-13.128,0.0272,0.591,Allman Brothers Band,Midnight Rider,
30225,rock-n-roll,177.0,4,1,0.184,0.507,0.928,0.0,0.108,-2.525,0.0326,0.823,Ramones,Sheena Is A Punk Rocker (Remastered Single Version),
30226,rock-n-roll,173.0,4,1,0.294,0.471,0.727,0.0,0.191,-10.181,0.134,0.873,Bobby Day,Rockin Robin,
30227,rock-n-roll,124.0,4,1,0.908,0.747,0.226,0.000168,0.107,-13.635,0.0415,0.778,The Drifters,Under the Boardwalk,https://p.scdn.co/mp3-preview/8cf57563d7553159042a312443ae361880c57b41?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30228,rock-n-roll,162.0,4,0,0.00402,0.445,0.872,0.00909,0.047,-6.294,0.0602,0.834,Blondie,One Way Or Another,
30229,rock-n-roll,185.0,4,1,0.0597,0.407,0.926,7.69e-06,0.173,-3.093,0.0637,0.652,Poison,Unskinny Bop,
30230,rock-n-roll,169.0,4,1,0.000564,0.327,0.895,0.0159,0.104,-7.428,0.0367,0.898,Led Zeppelin,Rock and Roll - 1990 Remaster,https://p.scdn.co/mp3-preview/35db3581cc5fde6b23c7904cefdaddc58b24ff75?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30231,rock-n-roll,101.0,4,0,0.00662,0.556,0.981,0.0,0.218,-2.688,0.128,0.716,System Of A Down,B.Y.O.B.,https://p.scdn.co/mp3-preview/2f373f029e1110b19c265b8f4bc4d265e5fa9539?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30232,rock-n-roll,118.0,4,0,0.000297,0.58,0.916,0.0259,0.126,-4.358,0.0387,0.683,Avenged Sevenfold,Hail to the King,https://p.scdn.co/mp3-preview/98789a401a319f3d9cbae41c6c89630154c0998c?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30233,rock-n-roll,92.0,4,0,0.772,0.61,0.466,1.33e-05,0.0932,-13.331,0.0426,0.836,Simon & Garfunkel,Mrs. Robinson,
30234,rock-n-roll,173.0,4,1,0.00272,0.517,0.906,9.26e-06,0.113,-3.677,0.0735,0.731,Paramore,Misery Business,https://p.scdn.co/mp3-preview/d4aacf7e02038a401759df9a908756e4f71de0fb?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30235,rock-n-roll,170.0,4,1,0.724,0.547,0.523,0.0,0.103,-9.176,0.0572,0.89,The Everly Brothers,Bye Bye Love,https://p.scdn.co/mp3-preview/368d7fd160e6fa3d61d58e17b018f70b19ab7b0b?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30236,rock-n-roll,139.0,4,0,0.0366,0.78,0.806,2.32e-05,0.174,-5.566,0.0438,0.909,Michael Jackson,Beat It - Single Version,
30237,rock-n-roll,175.0,4,1,0.638,0.418,0.452,0.00026,0.0959,-13.099,0.0356,0.168,Heart,Alone,
30238,rock-n-roll,170.0,4,1,0.0383,0.402,0.814,1.19e-06,0.266,-4.954,0.14,0.516,Tom Petty and the Heartbreakers,Mary Jane's Last Dance,
30239,rock-n-roll,142.0,4,1,0.00791,0.533,0.967,0.0,0.336,-2.543,0.0995,0.782,Skillet,Hero,https://p.scdn.co/mp3-preview/a86af6cfc8543b4acfdb57134147067550b1ef9f?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30240,rock-n-roll,106.0,4,1,0.0276,0.494,0.925,0.0,0.286,-9.288,0.0427,0.566,Guns N' Roses,Mr. Brownstone,
30241,rock-n-roll,78.0,4,1,0.596,0.403,0.6,0.0,0.349,-9.199,0.11,0.832,The Baseballs,Bleeding Love,https://p.scdn.co/mp3-preview/e94ef447194fa74951b797a290195d29b143a820?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30242,rock-n-roll,129.0,4,1,0.0672,0.526,0.891,0.0,0.0472,-4.508,0.0732,0.689,Van Halen,Dance The Night Away,
30243,rock-n-roll,92.0,4,1,0.676,0.235,0.977,0.000249,0.8,-1.606,0.141,0.379,The White Stripes,Fell In Love With A Girl,
30244,rock-n-roll,93.0,4,1,0.117,0.527,0.512,0.00117,0.0938,-16.942,0.115,0.377,The Guess Who,"American Woman - 7"" Single Version",https://p.scdn.co/mp3-preview/cae0d315e036f7dbfae1eac5c8792de59b575c2f?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30245,rock-n-roll,186.0,4,1,0.776,0.402,0.753,0.0,0.184,-5.929,0.119,0.823,Little Richard,Long Tall Sally,
30246,rock-n-roll,130.0,4,0,0.00092,0.377,0.942,8.88e-05,0.126,-4.543,0.07,0.348,Foo Fighters,Best of You,https://p.scdn.co/mp3-preview/1fe1d1e113e423cc1cb2d3fc3dee0e910d565410?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30247,rockabilly,147.0,4,0,0.00107,0.523,0.759,0.0,0.18,-3.72,0.0376,0.529,Horrorpops,Julia,
30248,rockabilly,74.0,4,1,0.397,0.572,0.917,0.0,0.173,-4.63,0.176,0.853,Eddie Meduza,Jätteparty Ikväll,https://p.scdn.co/mp3-preview/0dde4b82d1b78fb4775170f88629e7760324b7c4?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30249,rockabilly,118.0,4,1,0.782,0.532,0.845,2.98e-06,0.672,-7.088,0.0668,0.857,The Boppers,Mr. Bassman / Boppin' The Blues,
30250,rockabilly,111.0,3,1,0.0122,0.556,0.626,0.74,0.117,-8.202,0.0454,0.145,The Top Cats,Sleepwalk,
30251,rockabilly,189.0,4,0,0.0167,0.478,0.731,0.0024,0.321,-8.404,0.135,0.828,Stray Cats,Wasn't That Good,https://p.scdn.co/mp3-preview/37d336db5d6c5e1f604b5ab8c9ea56851964ce00?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30252,rockabilly,172.0,4,1,0.56,0.364,0.889,0.0846,0.106,-12.296,0.0766,0.858,Eddie Cochran,Jeannie Jeannie Jeannie,
30253,rockabilly,120.0,4,1,0.0672,0.528,0.922,9.32e-06,0.344,-1.167,0.0334,0.768,Carlos & The Bandidos,The Gallows,
30254,rockabilly,114.0,3,1,0.909,0.605,0.292,5.46e-06,0.247,-11.768,0.0288,0.52,Ritchie Valens,We Belong Together,
30255,rockabilly,163.0,4,0,0.0442,0.458,0.923,0.000199,0.14,-6.524,0.0564,0.826,John Lindberg Trio,Right Next To You,https://p.scdn.co/mp3-preview/f051a658d14668b7a0abb36116c8bb71fc59e7a0?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30256,rockabilly,99.0,4,1,0.776,0.689,0.488,2.3e-06,0.133,-8.417,0.0252,0.823,Johnny Burnette & The Rock 'N' Roll Trio,I Just Found Out,https://p.scdn.co/mp3-preview/5283161414f4a687525b7715d29e3d844ab215e9?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30257,rockabilly,78.0,4,1,0.596,0.403,0.6,0.0,0.349,-9.199,0.11,0.832,The Baseballs,Bleeding Love,https://p.scdn.co/mp3-preview/e94ef447194fa74951b797a290195d29b143a820?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30258,rockabilly,104.0,4,0,0.00177,0.659,0.937,0.0,0.314,-4.806,0.0636,0.419,Horrorpops,S.O.B.,
30259,rockabilly,120.0,4,1,0.0358,0.769,0.676,0.0,0.28,-5.509,0.0422,0.755,Imelda May,Big Bad Handsome Man,
30260,rockabilly,150.0,4,1,0.682,0.528,0.79,8.63e-06,0.129,-1.869,0.035,0.846,Del Shannon,Runaway,https://p.scdn.co/mp3-preview/227ef4196732f40dcb810b5ad633c013ab62ea7b?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30261,rockabilly,114.0,4,1,0.944,0.29,0.227,7.95e-05,0.617,-13.06,0.0311,0.224,The Platters,Smoke Gets In Your Eyes,
30262,rockabilly,158.0,4,0,0.000343,0.374,0.976,0.00048,0.701,-4.978,0.136,0.344,The Reverend Horton Heat,Galaxy 500,
30263,rockabilly,155.0,4,1,0.566,0.466,0.861,0.0595,0.22,-8.61,0.0318,0.955,The Ventures,"Walk, Don't Run",
30264,rockabilly,161.0,4,1,0.2,0.515,0.946,0.0714,0.234,-9.816,0.0394,0.902,Brian Setzer,Summertime Blues,https://p.scdn.co/mp3-preview/1b2b19c9284b193b1d5d67cb183e5027cfcdf84e?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30265,rockabilly,168.0,4,1,0.147,0.477,0.884,0.0,0.101,-5.078,0.0536,0.964,John Lindberg Trio,Brand New Philosophy,https://p.scdn.co/mp3-preview/64570c32184e2ccf606c05be31321f0b09ac2f91?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30266,rockabilly,180.0,4,0,0.000949,0.292,0.93,2.93e-06,0.168,-4.312,0.0758,0.736,Tiger Army,Rose Of The Devil's Garden,
30267,rockabilly,89.0,4,1,0.34,0.656,0.75,0.0,0.064,-8.768,0.0398,0.891,Charlie Feathers,One Hand Loose,
30268,rockabilly,93.0,4,1,0.836,0.716,0.935,0.0,0.221,-3.824,0.17,0.838,Chuck Berry,Roll Over Beethoven,
30269,rockabilly,144.0,4,1,0.254,0.471,0.675,0.00776,0.282,-13.28,0.0394,0.956,Stray Cats,Summertime Blues,https://p.scdn.co/mp3-preview/8935f760c1fa5120b698dd8cbd2529be54f9097b?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30270,rockabilly,155.0,4,1,0.788,0.612,0.584,3.13e-06,0.193,-6.296,0.0623,0.845,Big Joe Turner,"Shake, Rattle and Roll",https://p.scdn.co/mp3-preview/398c12d511a800b33e4d359589a9e1c92a9a1384?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30271,rockabilly,142.0,3,1,0.949,0.485,0.304,0.0292,0.315,-22.644,0.03,0.573,The Diamonds,The Stroll,
30272,rockabilly,135.0,4,1,0.636,0.649,0.783,0.0,0.0728,-3.732,0.0806,0.803,Wanda Jackson,Cool Love,
30273,rockabilly,157.0,4,1,0.826,0.57,0.895,0.000902,0.37,-6.084,0.0924,0.581,Carl Perkins,Your True Love,https://p.scdn.co/mp3-preview/87cfc0914e3416b6dffd951f8dbc4627023351d9?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30274,rockabilly,117.0,4,1,0.0381,0.547,0.965,0.00263,0.149,-3.967,0.0422,0.778,Tiger Army,Calling,
30275,rockabilly,170.0,4,1,0.0082,0.443,0.721,0.00179,0.0597,-11.282,0.0337,0.872,Roy Orbison,Ooby Dooby,
30276,rockabilly,196.0,4,0,0.0495,0.437,0.956,0.0,0.0962,-4.137,0.0617,0.838,Top Cats,Making Love,https://p.scdn.co/mp3-preview/34d557e9d670c10bb1ae7fa17627e63b0dc55bfe?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30277,rockabilly,160.0,4,1,0.664,0.574,0.941,0.0,0.356,-4.779,0.0819,0.963,The Playtones,Chevy 55,
30278,rockabilly,90.0,4,1,0.885,0.703,0.897,2.44e-06,0.202,-5.878,0.0503,0.964,Don Woody,Barking Up The Wrong Tree,
30279,rockabilly,176.0,4,0,0.0248,0.334,0.848,0.00217,0.618,-3.998,0.035,0.496,Fatboy,Way Down Low,
30280,rockabilly,95.0,4,1,0.691,0.556,0.761,0.0,0.147,-7.28,0.0386,0.848,Eddie Bond & The Stompers,Rockin' Daddy,
30281,rockabilly,92.0,4,1,0.257,0.58,0.758,0.000178,0.076,-7.361,0.0357,0.68,John Lindberg Trio,It Takes Time,https://p.scdn.co/mp3-preview/45c6ed49a2659341d6dc4c6ec04558e2b8609172?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30282,rockabilly,158.0,4,0,0.00925,0.368,0.957,0.000271,0.294,-6.317,0.156,0.695,Hillbilly Hellcats,Hillbillies On Speed,https://p.scdn.co/mp3-preview/671a88f1af157cd28c2eb007f4da8bde4238270d?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30283,rockabilly,157.0,4,1,0.112,0.402,0.946,5.29e-06,0.242,-0.958,0.0441,0.98,Carlos & The Bandidos,Devilene,
30284,rockabilly,115.0,4,1,0.509,0.653,0.672,3.93e-06,0.177,-9.252,0.0266,0.673,Roy Orbison,You Got It,
30285,rockabilly,109.0,4,1,0.203,0.755,0.794,0.00406,0.0731,-11.455,0.0379,0.847,Crazy Cavan & The Rhythm Rockers,Jumpin' Jive,https://p.scdn.co/mp3-preview/aac6e7f0e1354a8313e7baa6e1b513632da43c86?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30286,rockabilly,115.0,4,1,0.0716,0.712,0.73,0.29,0.146,-9.54,0.0476,0.849,Johnny Cash,Hey Porter,
30287,rockabilly,98.0,4,1,0.0332,0.603,0.846,0.0,0.122,-5.507,0.0342,0.961,Lee Rocker,Little Piece Of Your Love,
30288,rockabilly,174.0,4,1,0.634,0.47,0.873,0.0,0.348,-6.693,0.0425,0.971,Ronnie Dawson,Good At Being Bad,
30289,rockabilly,105.0,4,1,0.623,0.408,0.807,0.0,0.0783,-8.101,0.0498,0.842,Gene Vincent & His Blue Caps,"B-I-Bickey-Bi, Bo-Bo-Go - 2002 Digital Remaster",
30290,rockabilly,129.0,4,1,0.399,0.584,0.761,0.000296,0.0956,-9.713,0.0467,0.976,Chuck Berry,No Particular Place To Go - Single Version,
30291,rockabilly,176.0,4,0,0.0345,0.425,0.918,0.0554,0.106,-1.535,0.0706,0.449,The Creepshow,The Garden,
30292,rockabilly,111.0,4,1,0.0236,0.602,0.575,0.00469,0.83,-12.827,0.0559,0.904,Johnny Cash,Folsom Prison Blues - Live,
30293,rockabilly,98.0,4,1,0.268,0.603,0.993,0.000959,0.0395,-2.278,0.0487,0.774,The Lucky Bullets,Fire below,
30294,rockabilly,204.0,4,1,0.157,0.297,0.994,0.00198,0.349,-1.21,0.232,0.461,Rockin' Ryan & The Real Goners,I'm The Wolfman,https://p.scdn.co/mp3-preview/0e97b138a059727df525742e7afd006b9e593912?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30295,rockabilly,148.0,4,1,0.0123,0.461,0.839,0.105,0.199,-9.546,0.0469,0.679,Hurriganes,Bourbon Street,https://p.scdn.co/mp3-preview/62cfa3886dced010949f63e0f03f02d0194bfd47?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30296,rockabilly,106.0,4,0,0.0561,0.589,0.97,1.67e-05,0.306,-4.174,0.069,0.671,Top Cats,Sad but True (feat. Big Brother),https://p.scdn.co/mp3-preview/166a3a673ded0c46fdc9ba3b0088a34a4cc4d85a?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30297,romance,102.0,4,1,0.0353,0.713,0.781,0.0,0.155,-4.859,0.121,0.8,MKTO,Classic,https://p.scdn.co/mp3-preview/bdc05968fa8feae5200cb5a49e24558033bf7056?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30298,romance,128.0,4,1,0.00138,0.674,0.866,0.699,0.383,-6.384,0.0386,0.0376,Martin Garrix,Animals - Original Mix,
30299,romance,94.0,4,1,0.808,0.61,0.275,0.913,0.403,-10.644,0.028,0.552,Iron & Wine,Such Great Heights,
30300,romance,136.0,4,1,0.0098,0.602,0.923,0.0,0.0561,-3.763,0.044,0.765,Paramore,Still into You,https://p.scdn.co/mp3-preview/e58479c66349d2bfac3afc07e34bd9caa85f16e0?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30301,romance,126.0,4,0,0.00948,0.588,0.694,0.0,0.113,-4.278,0.0387,0.271,Alex Clare,Too Close,
30302,romance,72.0,4,1,0.771,0.358,0.443,0.309,0.354,-10.305,0.0383,0.313,Louis Armstrong,What A Wonderful World,
30303,romance,161.0,4,1,0.0188,0.648,0.593,0.0,0.169,-6.267,0.0506,0.712,Beyoncé,Party (feat. André 3000),https://p.scdn.co/mp3-preview/a80b8733923fc02a13e6ff102518582299771e82?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30304,romance,130.0,4,1,0.409,0.721,0.339,0.00153,0.0973,-11.195,0.0532,0.2,Frank Ocean,Thinkin Bout You,
30305,romance,124.0,4,0,0.15,0.695,0.615,0.000212,0.0879,-5.325,0.042,0.414,The Neighbourhood,Sweater Weather,https://p.scdn.co/mp3-preview/ff64df97746e9b97673169f97e0eb5045c552278?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30306,romance,100.0,4,1,0.443,0.802,0.813,1.03e-05,0.111,-4.889,0.0362,0.264,Michael Jackson,Man in the Mirror - Remastered Version,https://p.scdn.co/mp3-preview/c2692e07275308c2e7203a6f4a5e06f681764fdb?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30307,romance,79.0,4,1,0.983,0.418,0.196,0.000151,0.108,-10.435,0.0317,0.261,Birdy,Shelter,https://p.scdn.co/mp3-preview/fd18ee5ad34f1215f28e4642782108f1c48364b3?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30308,romance,129.0,4,1,0.531,0.346,0.43,0.0,0.139,-10.82,0.0306,0.171,Faith Hill,There You'll Be,https://p.scdn.co/mp3-preview/4fcde0863f913605b3ff485efcc83f393ebabd7d?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30309,romance,106.0,4,1,0.238,0.533,0.602,0.0,0.149,-6.315,0.0298,0.161,James Morrison,I Won't Let You Go,
30310,romance,166.0,4,1,0.0863,0.553,0.637,1.86e-06,0.0532,-10.191,0.0504,0.679,Marvin Gaye,Let's Get It On,
30311,romance,100.0,4,0,0.00107,0.818,0.799,0.128,0.057,-4.1,0.156,0.0815,DJ Snake,Turn Down for What,https://p.scdn.co/mp3-preview/fde5f6c570eb2ecaca797c0984a247a47d3fdc21?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30312,romance,75.0,4,1,0.726,0.349,0.348,0.0,0.12,-6.142,0.0316,0.0886,Christina Perri,Jar of Hearts,https://p.scdn.co/mp3-preview/80ba56511eaa3e2649abe5bd7e30e926c4e32cdb?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30313,romance,120.0,4,1,0.00453,0.862,0.503,1.87e-05,0.0761,-7.703,0.0494,0.863,Robin Thicke,Blurred Lines,
30314,romance,151.0,3,1,0.000415,0.366,0.651,0.00526,0.271,-3.842,0.031,0.257,Eli Young Band,Crazy Girl,
30315,romance,83.0,5,0,0.64,0.458,0.445,0.0,0.118,-8.391,0.361,0.447,J. Holiday,Suffocate - Superclean,
30316,romance,140.0,4,1,0.247,0.557,0.553,0.0,0.125,-7.954,0.0319,0.253,Lonestar,Amazed,https://p.scdn.co/mp3-preview/bb4ee2780b56e9bee2fbdd462227cb18a8bebddf?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30317,romance,123.0,4,0,0.024,0.763,0.875,5.41e-06,0.599,-5.797,0.0262,0.8,Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,https://p.scdn.co/mp3-preview/58068691248c3b9a53eac46f9c8817ac11233913?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30318,romance,116.0,4,0,0.0426,0.794,0.811,1.07e-06,0.101,-8.966,0.038,0.862,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,https://p.scdn.co/mp3-preview/92d40a2ae211cceb264e9ee1e67fe05f4d788200?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30319,romance,128.0,4,0,0.00868,0.604,0.888,0.0,0.117,-3.282,0.0454,0.635,Taio Cruz,Hangover,
30320,romance,128.0,4,1,0.000972,0.707,0.924,0.00703,0.204,-2.842,0.031,0.919,Calvin Harris,Feel So Close - Radio Edit,https://p.scdn.co/mp3-preview/1bb301a77b9116d35a5dfba254d7756482f565dc?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30321,romance,160.0,4,1,0.286,0.652,0.757,0.0,0.0886,-6.819,0.153,0.962,Pharrell Williams,Happy,
30322,romance,125.0,4,1,0.978,0.678,0.0813,0.358,0.123,-22.859,0.0406,0.304,Bon Iver,re:stacks,
30323,romance,94.0,4,0,0.25,0.504,0.406,1.96e-06,0.121,-9.177,0.0669,0.12,Jhené Aiko,The Worst,
30324,romance,172.0,4,0,0.0643,0.451,0.588,0.0,0.171,-7.973,0.2,0.332,Trey Songz,Can't Be Friends,
30325,romance,124.0,4,1,0.0227,0.816,0.5,1.53e-06,0.0733,-4.551,0.03,0.649,Usher,U Got It Bad,https://p.scdn.co/mp3-preview/d8ed27f510de0d7ec0f9ba4e4b8bd8d06f26359f?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30326,romance,130.0,4,1,0.0953,0.765,0.68,0.0009,0.138,-6.306,0.0932,0.462,Jennifer Lopez,On The Floor - Radio Edit,
30327,romance,176.0,4,1,0.393,0.615,0.514,0.0,0.248,-9.759,0.0466,0.822,Keith Sweat,Twisted,https://p.scdn.co/mp3-preview/d7373f83c11623d3b2952fe06cd19b6d31534f30?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30328,romance,130.0,4,1,0.162,0.687,0.783,1.35e-05,0.114,-4.44,0.0386,0.443,Taylor Swift,You Belong With Me,
30329,romance,108.0,4,0,0.0951,0.826,0.886,0.0,0.0371,-5.147,0.0832,0.68,P!nk,There You Go,https://p.scdn.co/mp3-preview/16791ce8245ea92ba55fcc0c8f6f7a5ba9bd345b?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30330,romance,77.0,4,0,0.643,0.463,0.4,2.46e-05,0.131,-9.999,0.0308,0.121,Céline Dion,"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",https://p.scdn.co/mp3-preview/254343199dec0362d6b77a274ad7dddec4f650bf?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30331,romance,120.0,4,1,0.00332,0.754,0.804,0.0,0.0329,-3.177,0.0853,0.818,Taio Cruz,Dynamite,
30332,romance,83.0,4,1,0.885,0.217,0.305,0.00271,0.201,-9.495,0.0321,0.12,Regina Spektor,Us,https://p.scdn.co/mp3-preview/1c66e0a11bce058db4e92a22e223c606ab821021?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30333,romance,105.0,4,1,0.0183,0.894,0.791,0.0,0.0388,-4.699,0.112,0.583,Usher,Yeah! (feat. Lil Jon & Ludacris),https://p.scdn.co/mp3-preview/8a5e4f8dce6b1a957e235185a4677841fcaafe90?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30334,romance,152.0,4,1,0.0607,0.498,0.715,0.0,0.274,-4.446,0.0315,0.225,One Direction,More Than This,https://p.scdn.co/mp3-preview/749da0e6898554fb93bceab8af81dad1be13709c?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30335,romance,105.0,4,1,0.0464,0.682,0.836,3.13e-06,0.0797,-3.777,0.0425,0.485,Ella Henderson,Ghost,https://p.scdn.co/mp3-preview/2b5e8c5debf3329eb564d52508b81515e4eb66c8?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30336,romance,89.0,4,1,0.84,0.577,0.397,0.0,0.0772,-5.98,0.028,0.509,Bruno Mars,Count on Me,https://p.scdn.co/mp3-preview/84464b2b96398cae75e0924bdf693a44727338b8?cid=5ec0c1e4fb5642debb818e2be13bd1e4
30337,romance,174.0,4,1,0.00864,0.583,0.829,0.0,0.0426,-4.603,0.134,0.575,Rihanna,Umbrella,
